student_id,study_hours,prev_mean_grade,helb_status,sleep_hours,revision_intensity,target_mean_score
STU-0773,6,68,f,5,7,60
STU-0774,4,98,f,7,2,78
STU-0775,3,64,t,4,7,46
STU-0776,4,48,f,9,4,31
STU-0777,1,95,f,5,1,68
STU-0778,4,42,t,6,8,25
STU-0779,1,65,f,6,3,37
STU-0780,1,87,t,8,6,62
STU-0781,6,82,f,6,7,69
STU-0782,5,66,t,8,6,50
STU-0783,4,75,f,6,5,55
STU-0784,3,71,t,6,6,54
STU-0785,1,40,f,6,3,12
STU-0786,6,96,f,8,9,88
STU-0787,2,92,f,9,0,69
STU-0788,8,93,f,8,4,88
STU-0789,5,55,f,7,7,41
STU-0790,7,90,t,4,9,83
STU-0791,2,87,t,4,5,62
STU-0792,8,50,t,9,4,45
STU-0793,2,65,f,4,1,42
STU-0794,4,79,t,6,9,65
STU-0795,1,94,f,9,4,73
STU-0796,5,40,f,4,9,23
STU-0797,9,65,t,8,2,61
STU-0798,1,67,t,7,1,41
STU-0799,9,92,f,5,2,85
STU-0800,8,97,f,7,3,93
STU-0801,6,48,t,4,1,35
STU-0802,7,99,t,9,3,92
STU-0803,3,98,f,4,3,79
STU-0804,1,83,f,8,5,57
STU-0805,5,61,t,7,4,49
STU-0806,2,47,f,8,6,28
STU-0807,5,97,f,8,6,85
STU-0808,8,88,t,5,2,82
STU-0809,9,81,t,8,8,80
STU-0810,2,66,f,8,6,41
STU-0811,3,78,f,5,6,57
STU-0812,3,58,t,6,1,41
STU-0813,1,64,f,6,9,43
STU-0814,8,77,t,9,2,73
STU-0815,6,60,f,5,2,46
STU-0816,8,63,t,9,5,61
STU-0817,9,63,f,9,3,61
STU-0818,5,99,f,8,3,87
STU-0819,3,99,f,9,0,78
STU-0820,5,58,t,4,5,43
STU-0821,5,89,t,7,7,75
STU-0822,5,86,t,4,7,72
STU-0823,3,41,f,4,7,18
STU-0824,4,53,f,8,4,36
STU-0825,9,92,t,7,9,92
STU-0826,9,71,t,9,5,71
STU-0827,2,81,f,7,4,58
STU-0828,8,71,f,9,3,69
STU-0829,8,67,f,6,3,58
STU-0830,7,87,f,5,3,74
STU-0831,8,78,t,8,3,72
STU-0832,3,79,t,9,5,61
STU-0833,6,81,f,9,5,74
STU-0834,1,86,f,7,4,60
STU-0835,7,79,f,8,8,70
STU-0836,1,52,t,9,7,27
STU-0837,9,51,t,6,9,49
STU-0838,1,47,f,4,5,17
STU-0839,1,54,f,9,8,34
STU-0840,7,65,f,7,4,51
STU-0841,2,51,f,6,9,27
STU-0842,5,82,f,8,3,67
STU-0843,8,90,f,9,5,84
STU-0844,8,85,t,6,3,81
STU-0845,3,66,t,6,7,45
STU-0846,7,57,t,6,6,50
STU-0847,3,84,f,6,4,67
STU-0848,6,75,f,6,9,67
STU-0849,6,88,f,6,5,77
STU-0850,3,90,t,5,6,70
STU-0851,7,66,f,8,1,59
STU-0852,3,48,t,4,8,27
STU-0853,8,94,f,8,6,88
STU-0854,4,78,f,7,7,60
STU-0855,1,40,f,7,4,14
STU-0856,4,46,t,8,2,27
STU-0857,7,65,t,6,1,54
STU-0858,4,46,t,5,1,32
STU-0859,6,91,f,4,2,79
STU-0860,9,46,t,9,0,44
STU-0861,1,47,f,9,0,20
STU-0862,5,55,f,6,6,42
STU-0863,7,42,t,8,9,33
STU-0864,1,84,t,9,7,58
STU-0865,4,49,f,8,5,31
STU-0866,6,89,f,5,6,75
STU-0867,2,46,f,5,0,22
STU-0868,5,60,f,8,0,46
STU-0869,1,92,t,6,8,68
STU-0870,6,76,t,6,4,66
STU-0871,6,70,t,6,6,60
STU-0872,4,62,f,9,5,44
STU-0873,8,96,f,4,3,90
STU-0874,4,66,f,4,0,47
STU-0875,8,95,t,6,3,88
STU-0876,8,61,f,8,9,56
STU-0877,5,78,f,5,9,66
STU-0878,4,96,t,7,7,78
STU-0879,2,66,t,5,0,43
STU-0880,3,93,f,5,1,72
STU-0881,3,88,t,7,7,69
STU-0882,4,43,f,6,1,24
STU-0883,4,63,t,5,9,47
STU-0884,5,62,f,7,8,45
STU-0885,4,87,t,9,2,72
STU-0886,8,58,t,8,2,51
STU-0887,6,81,t,8,5,73
STU-0888,6,42,t,8,2,28
STU-0889,8,66,f,6,8,56
STU-0890,7,42,f,5,7,29
STU-0891,8,67,t,5,3,60
STU-0892,2,56,f,4,5,28
STU-0893,9,70,t,8,7,66
STU-0894,1,49,t,6,3,21
STU-0895,8,88,f,7,4,84
STU-0896,4,61,f,6,6,42
STU-0897,4,69,f,5,7,51
STU-0898,5,88,f,8,6,74
STU-0899,8,60,f,4,7,50
STU-0900,5,75,f,9,3,62
STU-0901,8,92,f,6,0,90
STU-0902,1,62,t,4,5,32
STU-0903,9,77,f,5,4,71
STU-0904,6,51,t,7,3,37
STU-0905,3,64,f,6,1,42
STU-0906,8,93,f,9,0,85
STU-0907,9,96,t,5,8,96
STU-0908,6,59,t,8,1,51
STU-0909,7,88,t,6,8,82
STU-0910,1,88,t,4,5,64
STU-0911,5,81,f,6,5,67
STU-0912,5,46,f,5,1,32
STU-0913,4,68,t,5,5,50
STU-0914,6,87,t,4,2,73
STU-0915,7,68,f,9,6,62
STU-0916,9,52,f,5,9,48
STU-0917,1,42,t,6,3,20
STU-0918,6,41,f,9,8,33
STU-0919,7,55,f,4,4,43
STU-0920,3,69,t,5,9,49
STU-0921,8,77,t,5,2,70
STU-0922,5,45,t,6,0,28
STU-0923,9,84,t,5,0,82
STU-0924,5,46,f,6,3,29
STU-0925,9,44,t,8,9,42
STU-0926,4,95,f,9,9,79
STU-0927,9,46,f,6,3,41
STU-0928,5,73,f,7,8,61
STU-0929,9,71,f,5,7,69
STU-0930,3,88,t,8,3,68
STU-0931,4,52,f,9,5,38
STU-0932,9,69,t,4,6,67
STU-0933,6,64,f,7,9,54
STU-0934,2,60,t,4,7,39
STU-0935,7,99,f,7,3,93
STU-0936,2,98,f,8,0,76
STU-0937,2,60,t,9,4,39
STU-0938,1,67,t,8,0,38
STU-0939,3,87,t,8,3,69
STU-0940,6,97,t,7,6,88
STU-0941,8,59,f,6,6,54
STU-0942,9,73,f,9,0,68
STU-0943,7,44,f,4,8,33
STU-0944,4,57,f,6,1,40
STU-0945,6,99,f,6,4,87
STU-0946,5,78,t,5,5,64
STU-0947,8,82,t,4,0,70
STU-0948,1,96,f,7,1,70
STU-0949,1,96,t,5,6,72
STU-0950,6,50,f,5,5,38
STU-0951,2,93,f,8,5,71
STU-0952,5,56,t,7,5,40
STU-0953,1,87,f,6,6,58
STU-0954,7,84,t,9,9,77
STU-0955,1,61,f,6,8,38
STU-0956,4,76,t,6,8,60
STU-0957,9,59,f,8,1,57
STU-0958,1,87,f,6,1,63
STU-0959,4,99,t,4,4,82
STU-0960,6,93,f,6,9,84
STU-0961,6,93,f,6,6,84
STU-0962,8,87,t,4,2,77
STU-0963,1,87,t,8,2,61
STU-0964,7,85,t,5,3,73
STU-0965,1,45,f,7,2,15
STU-0966,7,73,t,8,2,64
STU-0967,3,53,t,6,7,33
STU-0968,8,87,t,5,6,78
STU-0969,3,62,f,7,6,43
STU-0970,1,59,t,7,9,34
STU-0971,8,52,f,7,1,48
STU-0972,3,86,f,4,8,66
STU-0973,2,83,t,4,5,60
STU-0974,1,80,f,5,2,53
STU-0975,3,71,f,6,8,51
STU-0976,2,65,f,5,8,43
STU-0977,2,89,f,6,5,68
STU-0978,6,92,f,8,9,80
STU-0979,1,53,t,7,5,26
STU-0980,2,91,t,7,7,70
STU-0981,6,96,t,4,7,85
STU-0982,3,75,f,8,5,57
STU-0983,4,47,t,9,6,30
STU-0984,1,79,f,8,3,56
STU-0985,8,61,f,6,0,53
STU-0986,7,61,f,8,3,52
STU-0987,7,55,f,4,7,47
STU-0988,3,66,t,6,7,48
STU-0989,3,95,f,5,1,78
STU-0990,2,99,t,6,6,79
STU-0991,1,99,t,5,0,75
STU-0992,7,49,f,9,1,40
STU-0993,7,64,t,6,7,59
STU-0994,2,70,t,7,9,49
STU-0995,7,60,t,9,3,48
STU-0996,8,66,f,5,2,60
STU-0997,1,56,f,4,1,29
STU-0998,9,72,f,9,5,68
STU-0999,7,70,t,9,3,63
STU-1000,3,89,t,9,2,71
STU-1001,8,81,f,5,2,76
STU-1002,7,65,f,5,9,57
STU-1003,8,60,t,6,2,54
STU-1004,6,75,f,7,7,61
STU-1005,9,40,f,9,8,34
STU-1006,5,43,t,6,8,32
STU-1007,3,43,t,6,4,23
STU-1008,3,65,f,7,0,44
STU-1009,1,43,f,6,9,18
STU-1010,8,88,f,7,4,82
STU-1011,2,48,f,4,0,18
STU-1012,3,69,t,7,8,52
STU-1013,8,90,f,8,9,88
STU-1014,8,84,f,7,7,78
STU-1015,4,43,t,7,6,26
STU-1016,4,44,t,8,1,26
STU-1017,5,84,t,7,1,74
STU-1018,6,62,t,5,3,52
STU-1019,5,55,t,6,8,40
STU-1020,7,61,t,6,8,54
STU-1021,2,76,t,4,7,51
STU-1022,7,47,f,4,4,35
STU-1023,7,87,f,8,6,79
STU-1024,1,72,t,5,8,45
STU-1025,7,94,f,4,2,81
STU-1026,5,99,f,6,3,87
STU-1027,3,77,t,4,1,56
STU-1028,3,82,t,4,8,65
STU-1029,4,55,t,7,6,38
STU-1030,2,44,t,4,5,17
STU-1031,2,55,t,8,4,35
STU-1032,1,46,f,6,6,20
STU-1033,5,90,f,8,2,75
STU-1034,4,40,t,8,4,26
STU-1035,2,48,t,9,1,23
STU-1036,3,57,f,5,4,38
STU-1037,7,84,f,9,6,78
STU-1038,7,97,f,9,9,91
STU-1039,4,86,t,7,6,67
STU-1040,5,42,t,8,8,31
STU-1041,5,63,f,5,2,49
STU-1042,6,67,t,6,7,57
STU-1043,9,49,f,6,4,45
STU-1044,2,48,t,5,6,22
STU-1045,5,52,t,8,0,35
STU-1046,3,87,f,8,0,65
STU-1047,4,74,f,7,3,53
STU-1048,6,93,t,7,4,79
STU-1049,8,62,f,9,9,57
STU-1050,1,86,t,6,2,58
STU-1051,8,56,f,7,5,50
STU-1052,7,85,f,5,2,75
STU-1053,1,46,t,6,4,17
STU-1054,2,91,t,8,0,70
STU-1055,3,55,t,6,2,36
STU-1056,1,92,f,4,6,61
STU-1057,9,79,f,6,2,78
STU-1058,8,75,t,7,4,71
STU-1059,2,59,f,5,6,36
STU-1060,9,63,t,8,1,63
STU-1061,7,86,t,8,2,78
STU-1062,9,44,t,7,3,39
STU-1063,6,84,t,7,4,70
STU-1064,6,45,t,7,8,34
STU-1065,4,67,f,4,8,49
STU-1066,2,98,f,5,3,71
STU-1067,7,44,t,4,8,34
STU-1068,5,88,f,7,3,77
STU-1069,6,78,t,5,1,67
STU-1070,2,77,f,7,9,52
STU-1071,5,41,f,5,0,25
STU-1072,4,82,t,8,6,68
STU-1073,9,78,f,4,3,76
STU-1074,6,93,t,9,7,85
STU-1075,2,60,f,7,7,40
STU-1076,1,79,t,7,7,56
STU-1077,5,76,t,6,5,62
STU-1078,9,98,t,9,8,99
STU-1079,6,57,t,8,3,46
STU-1080,7,93,t,7,4,86
STU-1081,5,87,t,4,3,73
STU-1082,6,85,f,8,4,74
STU-1083,5,51,t,7,1,37
STU-1084,9,56,f,4,4,50
STU-1085,6,76,t,6,9,65
STU-1086,8,85,f,6,7,79
STU-1087,2,77,t,4,8,53
STU-1088,9,54,t,8,6,55
STU-1089,5,46,f,4,6,31
STU-1090,7,53,t,9,5,47
STU-1091,1,89,t,4,1,63
STU-1092,5,40,t,6,9,27
STU-1093,2,77,t,6,9,53
STU-1094,6,42,f,6,8,33
STU-1095,1,76,t,9,4,56
STU-1096,3,83,f,7,5,65
STU-1097,5,70,t,9,0,55
STU-1098,4,82,t,7,4,67
STU-1099,3,52,t,9,5,32
STU-1100,5,87,t,5,9,73
STU-1101,8,57,f,7,1,45
STU-1102,4,56,t,8,6,43
STU-1103,1,56,t,8,3,32
STU-1104,7,50,t,6,4,42
STU-1105,8,59,f,9,2,55
STU-1106,3,49,f,4,4,28
STU-1107,6,68,f,6,3,58
STU-1108,2,87,f,4,9,67
STU-1109,7,73,t,9,5,66
STU-1110,8,56,t,6,1,46
STU-1111,6,93,f,6,2,79
STU-1112,6,91,t,8,9,83
STU-1113,5,81,t,4,0,63
STU-1114,8,52,f,5,6,45
STU-1115,1,83,t,5,8,63
STU-1116,4,86,f,6,1,70
STU-1117,4,78,f,9,6,58
STU-1118,3,66,f,6,2,50
STU-1119,3,93,f,8,4,77
STU-1120,4,92,f,4,5,75
STU-1121,1,65,f,6,7,40
STU-1122,2,67,t,9,3,43
STU-1123,9,52,t,5,1,47
STU-1124,2,51,t,4,2,22
STU-1125,5,83,f,6,7,71
STU-1126,9,67,f,4,6,63
STU-1127,9,41,f,8,5,37
STU-1128,8,76,t,5,4,72
STU-1129,1,96,t,9,4,73
STU-1130,1,96,f,4,0,72
STU-1131,9,73,f,5,5,68
STU-1132,8,62,f,6,8,59
STU-1133,9,97,f,9,7,97
STU-1134,7,91,f,9,9,83
STU-1135,3,84,t,7,0,65
STU-1136,3,68,f,4,5,47
STU-1137,2,74,f,5,2,51
STU-1138,5,50,f,4,5,32
STU-1139,3,87,f,6,8,63
STU-1140,6,72,t,6,5,60
STU-1141,2,90,f,9,7,70
STU-1142,3,50,f,9,5,32
STU-1143,5,48,f,5,5,32
STU-1144,1,53,t,8,6,29
STU-1145,1,48,f,4,9,21
STU-1146,9,78,t,4,3,74
STU-1147,7,87,f,6,7,81
STU-1148,1,42,f,4,3,11
STU-1149,8,68,f,5,6,65
STU-1150,3,58,f,7,0,37
STU-1151,8,75,f,9,8,75
STU-1152,5,71,f,6,9,61
STU-1153,1,46,f,9,8,17
STU-1154,7,94,f,9,6,87
STU-1155,5,67,f,9,7,52
STU-1156,6,83,t,7,1,71
STU-1157,6,57,t,4,9,46
STU-1158,8,99,t,8,9,99
STU-1159,9,44,t,9,6,40
STU-1160,2,62,f,5,0,42
STU-1161,9,94,f,9,2,91
STU-1162,9,61,t,9,5,57
STU-1163,7,65,t,4,4,58
STU-1164,1,81,t,5,4,55
STU-1165,7,51,t,4,8,46
STU-1166,5,79,f,9,5,64
STU-1167,6,58,t,4,2,45
STU-1168,7,86,f,4,1,78
STU-1169,5,40,f,6,8,24
STU-1170,7,42,f,7,9,36
STU-1171,9,66,t,8,3,65
STU-1172,3,57,t,7,4,35
STU-1173,8,89,f,7,8,87
STU-1174,2,69,t,5,4,45
STU-1175,7,41,t,6,6,35
STU-1176,2,44,f,6,1,18
STU-1177,4,68,f,4,1,46
STU-1178,7,72,t,7,3,63
STU-1179,3,81,f,8,7,62
STU-1180,2,59,t,5,1,35
STU-1181,7,69,t,6,9,63
STU-1182,1,81,f,4,6,58
STU-1183,8,44,f,8,0,37
STU-1184,3,89,t,7,8,74
STU-1185,2,60,f,8,9,40
STU-1186,3,97,t,6,5,78
STU-1187,5,54,f,5,0,38
STU-1188,8,59,t,7,9,55
STU-1189,7,47,f,5,5,39
STU-1190,7,88,t,9,4,84
STU-1191,7,70,t,8,4,60
STU-1192,8,51,f,8,4,47
STU-1193,1,60,t,4,3,34
STU-1194,4,69,t,7,6,54
STU-1195,6,66,t,8,8,56
STU-1196,9,83,t,6,3,82
STU-1197,2,65,t,9,1,45
STU-1198,1,72,f,6,1,45
STU-1199,2,65,t,5,1,43
STU-1200,7,65,t,9,6,57
STU-1201,3,75,t,9,3,56
STU-1202,2,79,f,6,3,56
STU-1203,7,40,f,8,0,30
STU-1204,2,98,t,6,3,75
STU-1205,3,54,t,7,5,33
STU-1206,7,89,f,5,1,80
STU-1207,4,40,f,9,3,27
STU-1208,1,50,t,7,6,26
STU-1209,5,94,f,8,8,81
STU-1210,9,41,t,8,1,41
STU-1211,8,40,t,6,7,34
STU-1212,9,70,t,4,5,68
STU-1213,9,83,f,9,7,83
STU-1214,7,55,t,9,1,44
STU-1215,4,93,t,4,0,75
STU-1216,5,61,f,8,6,52
STU-1217,1,81,t,8,8,56
STU-1218,1,57,t,9,8,37
STU-1219,3,86,t,5,1,67
STU-1220,8,56,f,9,3,50
STU-1221,2,69,f,8,0,46
STU-1222,4,49,t,8,6,31
STU-1223,2,74,f,5,1,51
STU-1224,5,97,t,7,3,82
STU-1225,9,60,t,7,1,58
STU-1226,1,55,f,5,0,31
STU-1227,5,45,f,5,6,29
STU-1228,9,42,t,7,5,40
STU-1229,1,80,f,7,1,51
STU-1230,9,82,f,7,3,79
STU-1231,8,60,f,7,2,52
STU-1232,4,52,t,9,2,36
STU-1233,5,57,t,9,2,43
STU-1234,5,97,f,6,3,81
STU-1235,6,93,t,5,0,81
STU-1236,7,99,t,4,0,84
STU-1237,8,63,f,6,6,55
STU-1238,8,66,t,4,4,64
STU-1239,2,93,f,4,2,68
STU-1240,9,43,t,8,8,41
STU-1241,7,61,t,5,4,53
STU-1242,4,63,f,9,9,50
STU-1243,4,79,t,6,2,65
STU-1244,8,84,f,5,8,78
STU-1245,4,49,t,7,0,31
STU-1246,6,41,t,5,8,30
STU-1247,5,79,t,4,4,64
STU-1248,3,45,f,9,5,26
STU-1249,2,87,t,7,1,66
STU-1250,9,57,t,5,7,55
STU-1251,9,56,f,5,2,52
STU-1252,1,77,f,9,0,57
STU-1253,3,84,t,4,6,68
STU-1254,8,62,f,7,2,57
STU-1255,6,85,f,4,3,75
STU-1256,5,69,f,9,4,54
STU-1257,5,97,f,5,0,82
STU-1258,6,60,t,6,8,51
STU-1259,7,49,f,6,6,43
STU-1260,1,95,t,8,1,68
STU-1261,9,82,t,6,0,77
STU-1262,3,52,t,9,1,33
STU-1263,4,51,f,9,2,37
STU-1264,1,48,f,9,2,23
STU-1265,3,43,t,7,7,26
STU-1266,2,78,t,8,4,56
STU-1267,2,63,f,7,8,42
STU-1268,1,93,f,6,2,65
STU-1269,8,73,t,6,5,66
STU-1270,3,78,f,5,3,57
STU-1271,3,80,f,7,7,59
STU-1272,6,44,t,4,0,28
STU-1273,8,54,f,5,3,46
STU-1274,9,89,f,7,6,84
STU-1275,9,43,t,9,8,42
STU-1276,4,90,f,8,0,73
STU-1277,5,91,t,7,7,77
STU-1278,2,97,f,8,1,74
STU-1279,9,78,t,8,3,75
STU-1280,8,97,f,6,3,94
STU-1281,3,47,t,4,7,27
STU-1282,9,88,f,7,1,89
STU-1283,3,84,f,4,6,62
STU-1284,9,63,f,8,2,59
STU-1285,2,92,t,6,8,73
STU-1286,9,67,f,4,4,57
STU-1287,8,94,t,5,7,90
STU-1288,9,82,f,8,4,80
STU-1289,5,66,f,5,0,50
STU-1290,2,40,f,9,8,18
STU-1291,8,73,f,4,9,68
STU-1292,6,56,f,4,6,39
STU-1293,8,76,f,4,3,67
STU-1294,5,77,t,9,6,69
STU-1295,2,65,t,7,4,43
STU-1296,6,96,f,8,9,84
STU-1297,5,63,f,8,8,50
STU-1298,5,78,f,8,1,65
STU-1299,1,99,f,7,3,74
STU-1300,2,60,f,4,5,35
STU-1301,8,69,t,4,4,61
STU-1302,3,86,f,9,0,64
STU-1303,3,90,f,5,8,66
STU-1304,8,87,t,7,8,81
STU-1305,8,96,t,6,2,93
STU-1306,2,52,t,7,3,28
STU-1307,8,76,f,9,3,71
STU-1308,1,42,f,5,9,13
STU-1309,6,71,f,5,7,59
STU-1310,8,74,f,5,5,67
STU-1311,3,58,f,4,1,35
STU-1312,8,53,t,6,3,46
STU-1313,1,87,f,5,0,59
STU-1314,9,61,f,8,2,57
STU-1315,9,56,f,4,3,51
STU-1316,5,98,t,6,7,80
STU-1317,4,43,f,8,2,22
STU-1318,6,84,f,6,4,71
STU-1319,7,79,f,9,0,73
STU-1320,5,58,f,6,3,40
STU-1321,9,76,t,8,1,75
STU-1322,3,41,t,7,3,24
STU-1323,7,54,t,6,4,45
STU-1324,5,41,f,7,2,25
STU-1325,7,50,t,6,5,42
STU-1326,2,84,t,9,1,63
STU-1327,4,62,f,8,4,44
STU-1328,2,49,f,6,3,26
STU-1329,7,42,t,5,4,31
STU-1330,2,44,t,9,8,26
STU-1331,1,42,t,5,5,15
STU-1332,9,77,t,9,6,77
STU-1333,1,52,f,9,7,31
STU-1334,8,81,f,6,8,75
STU-1335,2,58,t,8,4,34
STU-1336,8,79,t,8,7,74
STU-1337,3,89,t,4,1,68
STU-1338,6,74,f,8,9,64
STU-1339,3,63,f,7,8,43
STU-1340,7,63,f,6,1,54
STU-1341,9,56,t,5,4,53
STU-1342,2,79,f,8,5,56
STU-1343,5,49,t,5,3,34
STU-1344,6,41,t,4,7,27
STU-1345,4,83,f,6,9,66
STU-1346,4,62,t,8,2,41
STU-1347,4,45,f,5,4,25
STU-1348,2,41,f,9,1,20
STU-1349,4,60,t,8,2,45
STU-1350,1,94,t,4,7,70
STU-1351,6,95,f,9,4,86
STU-1352,1,74,f,5,2,46
STU-1353,6,88,f,5,4,73
STU-1354,1,68,f,6,8,42
STU-1355,6,46,f,6,2,27
STU-1356,8,68,f,5,9,64
STU-1357,2,92,f,9,6,71
STU-1358,2,76,t,6,7,56
STU-1359,4,62,f,5,4,43
STU-1360,3,72,t,9,2,50
STU-1361,4,47,t,7,5,31
STU-1362,7,51,f,8,2,42
STU-1363,1,85,f,7,8,60
STU-1364,6,87,f,7,1,76
STU-1365,3,49,f,8,2,28
STU-1366,7,54,f,5,6,45
STU-1367,2,92,t,5,9,71
STU-1368,2,63,t,6,7,44
STU-1369,4,65,f,4,4,48
STU-1370,1,86,f,5,4,57
STU-1371,3,81,f,8,4,61
STU-1372,9,92,f,4,3,86
STU-1373,7,99,t,8,8,95
STU-1374,7,78,t,8,5,70
STU-1375,4,97,t,8,7,81
STU-1376,2,42,f,4,7,18
STU-1377,4,41,f,7,4,24
STU-1378,6,45,f,9,8,32
STU-1379,3,60,t,8,1,40
STU-1380,1,48,t,6,7,25
STU-1381,8,49,t,5,2,41
STU-1382,5,75,f,9,6,66
STU-1383,5,98,t,5,8,83
STU-1384,4,42,f,5,4,22
STU-1385,6,80,t,4,7,70
STU-1386,3,63,f,6,3,42
STU-1387,9,61,f,6,0,56
STU-1388,5,88,f,9,0,72
STU-1389,3,53,f,6,5,31
STU-1390,1,81,t,6,7,60
STU-1391,6,84,t,6,9,74
STU-1392,2,83,t,9,1,62
STU-1393,3,66,f,7,3,44
STU-1394,1,72,t,6,2,46
STU-1395,9,99,f,6,8,96
STU-1396,8,61,t,4,2,51
STU-1397,2,68,t,4,7,43
STU-1398,8,58,f,6,6,51
STU-1399,9,58,f,7,0,58
STU-1400,1,45,f,6,7,23
STU-1401,5,84,t,6,8,67
STU-1402,8,58,f,6,7,50
STU-1403,2,52,t,8,9,31
STU-1404,4,98,t,7,9,83
STU-1405,7,65,t,5,0,55
STU-1406,3,61,f,6,6,44
STU-1407,5,60,t,5,8,45
STU-1408,8,75,f,7,4,73
STU-1409,3,95,f,6,1,76
STU-1410,4,41,t,5,7,23
STU-1411,9,86,t,9,8,84
STU-1412,7,83,t,5,6,73
STU-1413,1,69,t,7,4,48
STU-1414,4,66,f,6,7,50
STU-1415,4,46,f,8,5,30
STU-1416,9,59,f,7,3,51
STU-1417,6,89,f,8,0,76
STU-1418,9,70,f,6,5,66
STU-1419,6,62,f,5,7,50
STU-1420,6,52,f,9,2,40
STU-1421,5,56,f,9,6,42
STU-1422,5,43,f,7,6,29
STU-1423,2,96,t,7,8,77
STU-1424,8,53,t,7,0,45
STU-1425,8,59,f,4,4,49
STU-1426,1,99,f,9,7,74
STU-1427,8,52,t,9,2,45
STU-1428,5,42,t,6,4,27
STU-1429,2,65,t,4,0,44
STU-1430,2,65,f,7,8,42
STU-1431,6,57,t,7,3,43
STU-1432,9,71,t,8,4,68
STU-1433,1,53,t,4,2,29
STU-1434,6,86,t,5,1,73
STU-1435,9,42,t,9,6,39
STU-1436,8,40,f,6,4,30
STU-1437,6,65,t,5,9,53
STU-1438,3,63,f,5,2,38
STU-1439,8,88,t,6,1,82
STU-1440,9,74,t,7,9,72
STU-1441,1,53,t,9,5,24
STU-1442,9,42,t,8,9,44
STU-1443,6,52,t,7,5,45
STU-1444,6,86,f,7,2,75
STU-1445,4,89,f,4,8,75
STU-1446,1,53,f,5,0,26
STU-1447,8,60,f,5,2,49
STU-1448,2,65,f,9,0,42
STU-1449,1,42,f,5,6,14
STU-1450,2,90,f,8,1,64
STU-1451,1,79,t,8,3,54
STU-1452,1,43,f,8,3,16
STU-1453,9,75,t,6,7,73
STU-1454,1,90,t,9,3,67
STU-1455,4,82,f,8,2,69
STU-1456,6,40,t,4,9,28
STU-1457,7,79,t,4,2,67
STU-1458,2,86,f,7,4,62
STU-1459,6,72,t,7,5,60
STU-1460,7,46,f,9,6,43
STU-1461,2,92,t,7,4,70
STU-1462,2,91,f,7,6,70
STU-1463,7,91,t,4,3,84
STU-1464,1,95,f,7,4,72
STU-1465,8,50,t,4,5,44
STU-1466,3,66,f,8,8,46
STU-1467,6,53,t,8,5,41
STU-1468,9,61,t,9,9,58
STU-1469,6,55,f,6,0,44
STU-1470,9,85,t,7,6,89
STU-1471,7,51,f,8,2,45
STU-1472,9,88,t,8,5,87
STU-1473,2,85,t,9,1,61
STU-1474,8,49,f,5,6,41
STU-1475,8,63,t,5,0,57
STU-1476,2,85,f,9,1,62
STU-1477,4,57,t,4,8,39
STU-1478,7,61,t,6,8,54
STU-1479,4,48,t,9,6,33
STU-1480,4,56,t,5,1,42
STU-1481,6,77,f,6,4,70
STU-1482,6,79,f,8,3,67
STU-1483,3,97,t,9,1,80
STU-1484,9,52,t,4,1,44
STU-1485,2,89,f,6,9,69
STU-1486,6,76,t,5,7,66
STU-1487,7,45,f,8,4,35
STU-1488,9,60,t,9,7,61
STU-1489,3,90,t,7,1,68
STU-1490,3,75,f,8,1,55
STU-1491,7,46,t,5,2,36
STU-1492,4,75,f,9,9,56
STU-1493,8,64,f,5,7,58
STU-1494,7,50,f,7,7,40
STU-1495,5,83,f,8,2,68
STU-1496,7,53,f,6,0,43
STU-1497,3,84,f,6,6,61
STU-1498,2,68,t,8,3,45
STU-1499,6,49,f,6,2,36
STU-1500,2,89,f,9,4,67
STU-1501,3,87,t,8,5,67
STU-1502,6,44,f,8,0,29
STU-1503,5,47,t,5,8,31
STU-1504,8,85,f,4,5,74
STU-1505,9,44,f,5,2,37
STU-1506,3,97,f,6,0,79
STU-1507,3,99,t,4,8,76
STU-1508,3,63,t,8,1,45
STU-1509,6,79,f,6,9,65
STU-1510,1,96,f,7,5,72
STU-1511,7,65,t,6,5,62
STU-1512,1,45,t,4,2,19
STU-1513,5,55,t,4,5,39
STU-1514,8,99,f,8,1,93
STU-1515,4,75,t,9,7,62
STU-1516,5,51,t,7,0,37
STU-1517,4,50,t,8,5,34
STU-1518,4,42,t,7,0,23
STU-1519,8,83,t,7,8,79
STU-1520,2,76,t,8,8,51
STU-1521,1,45,t,6,5,18
STU-1522,3,58,f,5,5,41
STU-1523,9,57,t,7,8,57
STU-1524,4,55,f,4,4,36
STU-1525,5,62,f,8,8,47
STU-1526,2,82,t,9,4,65
STU-1527,4,76,f,6,3,57
STU-1528,2,48,f,7,1,22
STU-1529,2,42,t,9,1,20
STU-1530,4,47,f,6,0,27
STU-1531,6,77,t,8,9,64
STU-1532,7,43,t,9,2,32
STU-1533,3,51,t,4,0,29
STU-1534,3,83,t,7,5,62
STU-1535,6,70,t,7,6,56
STU-1536,3,64,t,9,8,43
STU-1537,2,92,t,6,6,70
STU-1538,8,55,f,8,3,49
STU-1539,5,81,t,5,3,68
STU-1540,1,93,f,7,7,66
STU-1541,3,53,t,4,3,31
STU-1542,8,52,t,7,0,44
STU-1543,4,80,t,7,8,65
STU-1544,7,46,f,5,2,36
STU-1545,2,51,f,5,0,27
STU-1546,7,76,f,8,8,71
STU-1547,5,89,f,7,9,76
