attendance_rate,cat_score,prev_mean_grade,helb_status,final_score
40.28,67.74,62.45,1,49.15
91.2,56.77,59.8,1,62.63
77.15,45.0,40.13,0,49.47
49.76,75.45,68.48,1,57.09
86.38,70.95,80.82,1,76.6
91.33,44.38,46.12,1,52.48
55.26,40.59,44.9,0,45.6
95.13,45.72,44.25,1,56.76
67.27,68.18,27.78,1,50.02
76.21,64.13,94.08,0,71.95
99.08,71.85,49.92,0,66.45
61.69,55.11,42.55,1,54.79
88.79,46.13,37.72,0,51.3
59.1,73.78,51.02,0,54.82
87.95,51.7,45.49,0,54.23
76.04,62.8,83.89,1,66.63
52.98,36.75,35.52,1,47.92
64.84,51.45,30.31,1,55.55
59.06,75.14,67.93,1,74.87
44.69,49.26,56.07,1,41.85
41.79,72.22,53.99,1,56.77
60.79,25.03,68.07,1,52.26
41.14,51.61,60.46,1,42.25
49.93,57.43,57.16,0,43.44
83.51,86.14,32.7,1,68.23
82.49,42.46,27.97,0,48.06
84.31,70.06,45.39,1,68.27
59.03,75.85,38.48,0,57.62
93.4,49.18,62.85,0,62.0
75.63,54.4,25.62,0,55.17
47.56,62.12,49.95,0,44.53
48.62,37.78,54.88,1,39.79
81.59,53.17,57.29,1,62.42
50.38,79.14,65.18,0,64.27
70.44,67.84,52.12,1,59.08
99.51,57.65,45.99,1,62.07
40.24,61.7,80.4,0,61.91
40.99,68.71,52.24,0,39.93
99.59,71.59,83.54,0,80.75
75.08,51.65,52.15,1,60.91
47.61,83.02,57.71,1,62.31
93.84,79.75,55.5,0,74.38
92.82,70.16,62.16,1,81.58
72.17,47.36,50.44,1,57.63
77.31,44.7,59.73,0,62.12
56.39,55.1,85.55,1,70.36
43.03,60.91,76.88,0,57.64
75.67,33.47,77.0,0,57.34
57.69,67.42,33.85,0,54.29
79.82,79.31,36.76,0,62.14
90.17,68.65,61.92,1,73.34
41.09,49.86,71.87,1,49.14
75.74,48.08,48.66,0,45.99
53.88,64.5,45.44,1,56.54
92.43,57.7,83.09,0,76.02
55.22,66.65,70.35,0,57.33
76.65,69.03,77.04,1,70.06
73.21,76.38,50.05,1,72.47
63.77,43.02,48.64,1,57.75
80.66,63.32,75.08,0,66.77
83.55,54.55,53.27,0,60.79
74.02,58.52,47.0,1,60.03
85.51,72.97,41.56,1,71.78
99.01,74.6,48.8,1,71.1
65.16,80.98,73.75,1,73.17
70.87,66.38,30.83,0,60.06
40.75,58.35,69.32,1,46.64
87.76,56.21,45.25,1,60.38
71.21,33.98,54.21,1,53.01
64.48,80.1,55.37,0,71.76
45.64,55.17,54.03,1,41.31
93.38,67.59,52.83,1,67.54
63.7,70.18,50.0,0,62.47
80.95,41.32,47.71,0,55.74
48.96,46.15,81.76,1,52.65
97.69,83.21,58.45,1,78.61
50.71,64.36,55.73,1,59.87
51.97,51.29,46.4,1,45.87
91.54,58.1,50.66,0,63.07
94.75,76.29,46.46,0,75.05
52.73,74.01,71.78,1,63.06
68.19,38.01,44.44,0,44.18
84.01,84.51,20.0,0,60.03
92.7,74.49,59.05,1,73.36
62.74,57.71,52.97,0,63.37
71.02,42.12,47.46,0,46.77
84.5,75.81,74.41,0,70.23
83.87,67.15,20.0,0,58.07
86.98,38.13,86.37,0,62.06
74.2,56.52,76.98,0,68.77
46.28,100.0,46.7,1,60.29
94.24,60.25,49.89,1,68.76
91.93,48.87,67.08,1,60.91
87.89,44.87,67.56,0,63.61
45.99,86.58,46.59,0,53.75
52.26,72.72,28.9,1,53.85
84.62,81.11,96.05,1,81.36
41.39,63.72,75.21,1,55.49
98.75,78.81,60.82,0,78.28
62.63,47.28,61.16,1,55.35
83.16,62.44,69.18,1,68.73
93.25,64.31,71.34,0,74.83
63.68,80.74,20.45,1,65.07
59.15,64.78,51.68,0,61.17
76.52,50.62,49.81,1,59.73
74.86,60.96,55.09,0,59.94
64.55,34.85,71.87,1,56.33
76.11,25.19,25.78,1,36.53
96.12,72.47,33.72,0,63.57
68.06,54.38,45.73,1,61.38
51.8,56.08,60.78,0,55.15
62.63,72.46,72.98,1,68.09
63.65,80.96,87.36,1,75.51
47.87,68.02,52.85,1,51.04
49.77,88.92,72.95,1,60.68
81.07,67.54,70.78,1,69.03
60.37,64.53,67.75,0,68.57
97.29,63.61,57.56,1,67.12
54.62,40.72,50.81,1,46.66
45.94,74.34,38.82,1,50.05
85.21,23.32,37.63,1,45.19
92.86,51.21,64.25,1,67.8
56.69,60.34,57.02,0,60.16
52.13,48.15,50.52,0,42.8
51.15,53.22,69.97,1,62.52
71.32,87.59,54.39,1,70.6
68.1,76.56,41.56,1,62.94
55.57,49.71,53.2,1,61.93
42.71,52.96,72.77,0,41.52
68.89,40.84,39.58,0,49.48
97.56,70.57,61.77,0,76.75
79.15,56.25,57.0,0,58.03
69.73,30.5,44.31,1,45.14
46.64,61.51,52.72,1,46.88
55.15,66.58,29.71,1,50.74
57.69,74.45,59.97,0,63.47
85.89,58.9,33.43,1,62.95
92.6,54.41,77.3,1,71.06
94.1,89.79,56.34,0,80.76
99.07,60.1,47.71,1,73.02
98.94,70.79,78.89,1,82.53
97.18,51.91,39.43,0,60.45
44.31,70.35,44.54,1,46.3
48.27,38.17,25.07,0,18.1
58.27,53.07,81.57,0,64.05
73.17,41.88,91.71,0,67.41
45.82,50.93,27.88,0,34.64
90.75,78.76,43.32,1,74.75
77.01,50.82,59.26,0,56.65
72.54,70.77,48.72,1,67.22
49.92,82.76,57.44,1,64.55
55.2,59.59,55.88,1,61.37
49.62,74.91,65.34,0,60.34
91.12,67.97,40.7,0,68.71
75.05,61.75,61.47,0,58.28
84.11,71.25,37.91,0,64.85
57.76,87.6,50.59,0,62.88
62.28,50.44,26.74,1,43.83
64.29,45.61,50.72,1,52.98
85.6,44.73,47.69,0,62.22
86.34,74.92,74.98,0,72.87
52.41,76.94,56.93,1,57.89
96.49,51.94,60.21,1,61.65
47.24,27.96,57.6,1,39.13
93.77,49.88,20.0,1,50.86
46.02,68.22,22.05,1,33.37
55.87,59.0,52.26,0,48.95
90.79,62.71,63.01,1,71.6
50.77,52.15,53.77,0,54.26
64.81,75.21,42.45,1,61.24
66.99,65.15,53.67,0,62.7
54.72,68.8,52.11,1,64.62
82.61,62.39,72.02,1,68.33
91.08,67.87,71.01,1,74.88
92.47,66.88,48.04,0,63.04
60.36,46.08,57.1,1,57.39
71.85,65.6,62.97,1,64.83
54.9,71.87,65.64,1,61.38
54.69,77.33,87.75,1,75.09
49.68,66.24,57.49,1,56.78
96.4,45.52,79.04,1,72.65
93.28,47.83,37.12,0,59.16
86.64,53.47,46.52,1,65.11
71.06,62.84,20.0,0,50.31
69.44,58.17,60.72,1,60.79
71.78,43.14,69.66,0,54.26
72.19,43.05,20.0,1,39.56
66.07,28.52,61.39,0,53.03
47.91,20.0,68.88,1,36.42
47.54,58.02,67.85,0,41.97
97.13,94.8,36.47,1,81.69
68.92,86.95,71.92,0,74.72
97.19,45.33,58.17,1,68.34
49.81,62.25,68.64,0,50.15
73.26,38.03,55.73,1,51.82
52.46,40.32,64.86,0,52.18
55.19,42.04,77.97,1,60.78
41.8,56.62,54.33,0,41.64
47.14,57.26,63.11,0,52.23
95.01,63.79,80.5,0,78.42
59.29,69.95,55.6,1,65.84
76.49,54.95,37.74,0,49.38
67.9,60.54,70.17,1,61.53
64.03,43.59,83.83,0,65.02
71.91,39.83,81.2,1,54.22
51.23,37.52,70.87,0,50.46
99.32,69.74,20.0,0,60.42
89.1,54.93,46.56,1,60.66
84.5,31.93,47.48,1,52.86
68.13,59.05,58.81,1,64.3
49.17,41.27,88.39,1,49.64
95.24,84.91,38.55,0,73.66
60.48,51.32,98.36,1,71.96
43.01,70.22,51.12,1,49.55
60.54,76.33,44.2,1,59.6
87.67,45.68,73.21,1,66.38
77.36,61.14,74.64,0,75.91
85.05,68.3,69.7,1,70.6
87.62,61.73,44.15,1,70.23
52.72,65.42,67.04,0,53.63
95.43,40.06,39.4,0,49.95
66.28,68.31,43.65,1,58.95
78.34,52.71,56.29,0,62.8
40.14,65.24,43.24,0,42.52
99.6,73.8,76.95,1,86.77
56.85,70.03,47.59,1,59.27
43.72,65.23,54.03,1,49.21
67.5,69.63,42.16,1,60.17
47.74,70.33,76.68,0,64.27
49.14,82.43,46.01,0,47.43
77.94,59.49,78.56,0,66.12
63.58,62.46,77.23,0,61.39
95.31,73.98,49.97,1,74.73
59.15,52.64,58.53,0,50.29
83.57,39.97,49.47,0,60.71
67.67,67.4,67.82,1,68.7
79.6,56.91,54.5,1,65.02
75.98,41.89,50.49,1,57.41
68.37,67.51,58.83,1,65.81
97.0,81.47,29.52,1,70.05
60.56,35.55,56.63,1,51.48
50.63,75.33,69.69,1,69.77
80.69,21.94,60.48,1,48.87
90.76,54.0,75.13,1,67.28
42.42,87.61,51.21,0,57.04
66.98,55.08,49.73,1,58.09
93.55,61.35,37.89,0,52.54
84.98,71.44,50.7,0,64.2
99.51,34.25,93.39,1,77.53
71.88,61.08,62.96,0,61.93
79.6,60.96,47.46,1,60.68
58.15,87.93,39.89,1,59.44
96.85,41.46,29.23,0,48.97
61.98,54.28,43.05,1,49.88
84.31,46.07,71.67,1,67.3
64.19,44.48,50.31,1,53.74
73.71,76.91,40.75,0,60.93
83.19,60.4,42.73,1,59.02
70.54,51.67,69.69,0,66.78
94.43,52.23,56.54,1,63.09
65.16,51.55,46.71,0,49.59
78.82,52.89,52.45,0,57.07
60.54,41.03,97.71,0,62.13
64.49,56.12,79.95,1,68.86
66.4,54.61,84.44,1,71.91
47.55,48.63,26.46,1,39.23
45.5,62.33,55.28,1,58.86
80.05,63.6,46.39,0,53.83
79.33,51.65,67.79,1,66.22
79.77,57.84,77.08,0,65.46
41.19,92.38,63.88,1,70.1
59.59,91.81,42.3,1,68.68
51.87,44.19,46.1,0,37.97
86.69,46.28,69.17,0,64.25
91.64,44.11,70.96,1,67.53
54.8,75.86,60.54,1,69.22
80.07,54.02,60.34,1,61.25
47.76,63.6,58.9,1,52.59
56.51,89.95,62.84,1,71.58
48.32,59.84,70.89,0,47.9
57.01,70.59,69.34,1,68.75
80.48,67.81,58.42,1,69.53
94.62,51.18,57.12,0,66.94
52.15,75.89,56.43,1,64.41
72.52,47.25,43.95,0,54.19
82.08,80.1,43.73,1,64.75
97.18,51.19,67.79,1,75.16
76.6,52.83,45.17,1,55.17
55.31,43.67,72.65,1,61.33
77.53,46.14,57.08,1,60.59
59.23,53.6,72.75,0,60.05
98.57,23.53,69.47,1,62.96
63.98,56.5,73.17,0,53.36
81.13,52.38,49.43,1,58.22
41.39,71.85,65.36,1,57.74
64.0,66.34,71.28,1,75.78
92.51,49.39,30.08,0,53.32
76.61,53.12,88.63,0,58.68
66.64,56.48,98.79,1,71.99
96.16,82.29,75.05,0,80.08
91.24,47.67,72.51,0,69.61
59.33,49.2,68.6,0,56.8
72.67,43.07,52.18,0,47.58
69.39,37.77,56.02,1,57.86
77.93,64.61,75.36,1,74.41
60.05,63.04,40.48,1,53.82
54.65,79.24,38.91,1,63.83
94.76,75.62,50.85,0,67.99
95.43,95.96,69.81,1,85.57
90.6,58.89,42.41,1,61.13
98.69,56.09,53.94,1,66.43
84.7,40.5,56.08,1,62.51
85.88,70.45,39.79,0,55.53
85.76,61.78,20.0,1,60.83
68.84,69.77,39.52,0,58.78
67.39,42.91,62.7,1,55.9
54.41,65.27,66.75,1,64.02
78.69,63.08,66.9,0,62.58
57.36,62.09,68.97,0,54.6
55.47,49.75,46.72,1,48.77
75.16,77.84,42.87,0,56.15
64.6,90.75,64.75,0,67.15
53.13,43.34,54.19,1,45.02
88.96,70.81,74.33,0,78.84
91.63,20.0,64.86,0,47.33
50.06,70.03,81.11,0,65.79
40.45,31.95,49.62,1,39.11
60.17,52.13,77.22,1,66.91
87.85,40.3,94.62,1,69.99
90.35,56.77,58.97,1,66.19
48.3,72.58,66.99,0,54.97
86.46,32.14,41.25,0,57.15
46.94,54.61,74.09,0,50.87
63.4,52.3,78.32,0,64.39
99.92,83.72,49.1,0,83.09
51.56,66.48,68.55,0,62.33
49.24,42.34,63.05,1,49.41
65.37,52.93,65.03,0,60.38
77.18,83.34,72.62,1,80.1
95.97,70.72,67.34,1,72.71
98.85,46.23,55.5,1,59.91
44.18,55.99,73.0,1,49.67
48.28,56.47,78.01,1,57.96
87.44,51.93,48.02,0,61.84
56.24,34.35,57.97,1,55.33
93.09,49.84,26.16,0,52.51
79.81,80.84,68.5,1,78.87
46.71,54.28,80.02,1,55.98
89.95,58.45,53.37,1,65.78
50.58,62.11,60.4,0,55.58
65.41,93.27,54.04,1,67.57
73.13,60.13,51.09,1,61.35
70.05,76.41,62.18,0,67.28
81.17,51.03,43.88,0,59.89
79.16,56.11,53.77,0,64.67
99.52,60.19,41.72,1,66.35
99.97,48.39,68.6,1,77.71
70.99,56.94,62.31,0,61.34
45.71,73.32,50.24,1,55.99
83.67,47.99,58.67,1,61.86
98.6,60.0,54.03,0,61.6
59.1,70.63,78.59,1,68.99
67.67,47.63,50.06,1,61.43
65.49,76.43,69.43,0,67.69
43.09,61.09,45.31,1,43.21
80.34,57.52,72.66,0,66.22
61.2,29.88,76.67,0,50.6
87.25,54.4,77.52,0,73.01
89.93,65.57,84.48,0,82.79
89.27,86.18,63.26,1,79.57
65.0,68.52,80.28,0,71.03
59.29,76.89,87.24,0,76.6
84.93,41.86,37.8,1,54.42
88.08,58.1,47.14,0,57.23
69.48,78.31,31.08,0,57.31
93.58,46.68,77.1,0,68.41
48.63,74.48,30.85,1,48.79
92.74,71.0,25.96,0,53.29
45.77,64.12,38.25,0,40.03
49.21,55.07,26.71,1,35.79
72.03,45.21,62.9,0,60.08
44.05,86.63,38.48,1,50.18
43.17,69.48,27.57,1,41.12
40.03,65.11,57.25,1,47.44
66.18,53.81,58.31,0,60.15
86.48,60.57,24.34,1,61.31
42.09,62.47,45.15,0,44.28
79.14,66.0,56.66,0,68.79
89.39,71.02,51.58,1,75.25
50.08,48.26,52.07,0,41.74
48.81,38.0,79.23,0,47.28
91.65,61.26,96.64,1,79.2
89.39,33.79,52.36,0,48.37
72.34,55.15,34.21,0,50.52
89.15,52.36,53.78,1,66.74
45.57,67.38,61.5,0,55.76
63.67,89.74,57.04,1,67.25
84.27,30.83,68.99,1,61.45
55.45,94.11,97.81,0,89.33
85.14,56.5,27.16,0,60.73
70.25,65.22,48.87,0,45.69
85.02,38.78,85.74,0,72.93
67.88,74.95,48.6,0,66.38
62.07,60.62,72.21,1,56.49
53.15,59.08,69.36,0,55.98
52.5,30.94,80.26,1,59.49
85.09,61.11,92.44,0,76.17
47.13,72.69,64.0,0,50.81
45.16,56.46,26.58,0,35.48
50.58,77.61,45.39,0,60.44
50.52,76.99,97.35,1,74.28
89.39,50.38,32.54,1,56.25
63.91,83.93,66.94,1,77.04
99.42,60.68,20.0,0,53.61
48.23,60.75,33.68,0,34.32
79.21,61.48,73.96,1,68.31
66.92,61.04,58.65,1,59.46
63.58,20.55,51.22,0,39.15
92.51,57.22,43.34,0,53.46
98.54,39.54,22.06,1,52.72
92.37,84.4,70.48,0,82.28
51.54,83.79,52.9,1,62.85
53.25,72.78,30.61,0,50.04
79.36,56.42,58.54,1,63.6
57.35,44.88,68.46,1,53.78
84.08,50.14,54.39,1,65.82
73.99,89.14,60.09,0,69.34
73.05,49.62,58.69,1,58.12
89.71,24.67,45.28,1,47.83
82.63,75.45,58.98,0,73.55
41.59,82.51,71.23,1,59.7
42.97,84.89,76.62,0,68.46
76.09,75.58,72.23,1,76.33
69.17,78.02,45.85,1,70.83
55.61,60.79,69.45,1,62.04
65.12,28.86,66.38,1,48.89
85.47,60.42,45.23,0,60.26
89.6,69.32,49.64,1,66.42
73.67,57.97,70.23,1,59.02
63.12,57.29,82.78,0,68.94
56.24,45.54,25.39,1,44.61
71.32,44.97,87.52,0,60.87
58.88,87.57,78.95,0,75.69
73.85,88.12,61.58,1,76.11
80.6,59.96,53.67,0,67.17
43.96,64.22,65.03,0,51.14
40.06,45.29,46.47,0,35.04
52.74,69.64,54.8,1,64.36
93.67,86.39,31.45,0,68.04
78.78,37.06,26.65,0,45.01
50.32,66.96,99.98,0,75.42
93.42,68.09,59.14,0,64.79
68.2,67.91,61.67,0,60.4
68.57,84.64,57.45,1,70.36
96.13,90.54,43.1,1,75.78
43.57,56.5,52.47,1,50.23
52.91,70.1,59.64,1,57.6
75.15,61.26,54.46,0,60.79
51.73,50.52,44.46,0,45.76
80.77,64.06,66.63,1,76.83
52.85,70.07,61.39,0,64.29
45.95,63.25,65.07,1,53.5
52.42,46.78,70.69,0,58.46
65.36,53.05,54.93,1,53.2
50.57,53.16,54.96,0,59.94
48.08,47.36,84.68,1,49.56
91.62,64.7,41.01,1,70.32
59.22,66.27,24.27,0,51.98
61.65,74.69,68.0,0,67.75
43.32,47.14,46.67,0,42.1
61.44,51.34,38.61,0,52.94
55.89,83.32,73.93,1,73.74
76.63,57.53,55.39,1,61.45
52.32,60.45,35.26,1,52.62
93.3,57.37,92.83,1,78.06
95.78,77.0,29.01,1,68.82
45.99,77.58,56.44,0,56.49
46.44,76.7,23.99,1,47.33
46.92,60.4,62.87,1,51.78
77.17,46.91,46.46,0,50.94
47.32,88.88,72.75,1,66.23
91.14,72.84,57.69,1,66.49
85.26,53.15,82.31,0,65.51
89.19,81.36,50.27,1,76.22
71.56,51.97,29.12,0,52.41
99.8,81.16,62.28,0,76.89
42.65,82.17,53.45,0,53.23
64.08,46.18,25.25,1,48.12
59.44,68.73,39.0,0,57.9
96.92,71.73,44.73,0,66.6
74.61,99.22,86.0,0,80.73
88.37,48.87,70.73,0,65.93
50.22,81.49,51.74,1,72.38
98.72,60.26,66.48,1,69.33
69.92,41.38,21.29,0,41.58
69.62,58.2,47.83,0,54.83
98.25,60.04,65.22,0,79.1
62.84,44.12,60.98,1,52.43
63.85,64.68,48.29,1,59.89
75.09,74.37,57.31,0,65.27
47.68,63.57,64.09,0,44.79
59.27,51.87,57.83,0,49.14
51.59,57.77,73.5,1,64.67
46.2,59.93,63.74,0,50.78
91.97,63.26,67.2,1,70.45
75.36,76.65,88.84,1,85.76
61.52,64.08,72.9,0,55.1
64.52,38.96,89.34,0,55.2
65.89,51.57,45.91,1,52.04
77.99,62.49,29.34,0,54.51
95.61,76.86,55.47,1,73.45
95.97,79.47,53.94,1,75.07
63.49,86.62,84.27,0,78.51
59.76,61.96,37.66,1,61.11
67.06,71.45,56.58,0,66.6
74.08,38.18,65.29,0,55.34
67.71,66.45,59.8,1,65.3
79.53,43.87,54.91,1,62.93
73.26,59.06,64.45,0,70.13
59.24,100.0,77.42,1,84.09
60.74,64.55,85.64,0,65.95
62.72,47.04,58.59,1,57.67
45.68,66.12,43.31,0,46.36
49.96,52.24,85.62,0,50.31
83.39,45.59,38.6,1,58.71
63.35,91.55,90.23,1,84.25
52.87,76.0,82.19,0,73.92
73.76,65.18,84.81,1,70.25
85.33,54.12,70.34,0,58.53
55.45,55.34,20.0,1,44.82
89.61,83.14,39.3,1,71.38
95.65,64.6,63.52,1,65.81
75.84,20.0,45.84,0,40.38
80.14,96.31,52.32,1,82.97
43.15,62.75,69.03,1,54.97
96.73,65.15,54.94,0,68.48
63.55,76.3,36.06,1,56.98
95.43,66.98,73.94,0,78.99
74.74,71.2,67.27,0,66.75
40.28,53.64,53.52,1,44.39
42.31,41.55,70.8,0,43.74
80.83,64.2,59.71,1,68.7
73.76,81.47,81.96,0,82.46
41.59,50.28,60.72,0,44.52
84.61,49.08,81.83,1,71.2
91.13,78.32,24.27,1,64.98
69.79,53.14,66.27,1,64.75
67.95,53.84,50.84,0,54.36
40.33,54.4,42.54,0,38.77
87.2,59.03,78.85,1,72.02
59.84,36.4,74.0,1,54.49
92.73,51.91,21.88,1,51.31
62.38,63.46,70.88,1,65.39
73.9,63.35,68.69,0,64.31
56.22,77.37,44.98,1,69.77
49.64,87.59,42.96,0,57.05
86.49,82.69,29.37,0,63.82
69.8,73.72,51.92,0,61.85
72.19,57.77,54.81,1,64.4
97.92,50.65,72.35,1,78.7
97.81,60.27,62.85,0,71.9
91.34,68.78,38.92,1,59.27
51.26,72.33,62.3,0,64.94
75.66,69.35,53.43,1,70.96
92.69,58.18,41.17,1,71.93
62.47,71.8,29.39,1,56.23
46.07,78.91,69.25,1,60.33
88.66,73.2,66.04,1,77.09
68.91,59.52,68.02,1,62.69
73.86,47.49,44.89,1,52.06
98.93,47.14,61.08,1,68.07
76.43,49.78,33.24,0,44.33
65.5,63.86,40.24,1,52.94
62.2,67.8,58.61,0,64.66
65.06,38.78,62.72,1,57.31
47.1,52.44,28.68,0,39.81
87.69,63.65,38.96,1,65.15
90.26,46.5,51.42,0,58.21
57.06,66.51,75.25,0,69.77
58.23,55.39,43.36,0,49.42
92.46,49.15,60.53,1,64.12
41.44,60.8,62.42,1,49.43
71.23,65.88,53.51,0,63.2
67.82,47.27,62.82,0,56.0
81.41,56.36,33.79,1,51.47
49.8,67.02,46.2,1,48.21
80.1,48.57,83.82,0,66.0
62.6,35.13,85.09,1,60.49
77.12,36.95,73.17,1,58.98
42.41,53.73,77.81,0,50.88
67.7,40.22,25.13,1,38.81
71.34,54.78,40.92,0,55.09
52.86,84.97,52.4,1,73.9
48.38,39.32,100.0,1,52.11
51.31,55.76,52.36,1,55.46
60.65,91.98,71.41,1,76.05
45.81,66.12,64.81,0,49.6
96.84,54.48,64.41,1,65.62
64.3,57.65,57.58,1,68.72
88.54,66.44,36.4,1,65.34
98.47,85.44,20.0,1,65.9
44.84,52.04,81.07,0,46.67
79.1,48.64,46.9,0,55.07
92.28,39.32,24.39,0,39.16
78.05,61.55,65.88,1,72.38
65.74,38.91,65.54,0,51.33
65.86,53.04,71.82,1,65.22
42.15,46.37,78.08,0,47.83
72.08,76.11,41.46,1,68.74
99.61,52.37,42.25,0,61.95
97.52,65.95,52.26,1,73.59
42.42,35.94,72.79,0,44.68
82.35,61.97,20.15,0,51.36
58.11,41.95,60.31,0,59.67
94.18,53.62,74.78,1,73.26
42.71,93.17,74.04,1,65.68
96.15,73.98,70.75,1,75.51
90.25,58.07,77.13,1,72.44
47.05,100.0,20.0,1,54.87
43.59,46.27,87.04,1,52.47
90.08,77.48,63.95,1,83.96
49.35,37.01,82.02,0,43.95
72.09,56.34,36.86,0,55.71
94.94,39.78,26.43,1,47.78
74.05,63.86,90.15,0,81.06
63.83,60.84,41.32,0,49.2
66.7,55.39,52.4,1,67.24
43.79,76.38,67.49,0,54.18
98.13,51.49,71.91,1,62.23
58.64,64.9,77.41,1,73.45
51.36,72.31,62.02,0,61.75
57.16,37.75,39.02,0,41.03
97.86,48.77,70.72,0,69.28
45.66,60.81,71.01,1,55.98
92.04,69.45,25.33,1,64.16
82.47,81.32,83.54,1,86.62
89.8,56.76,20.0,0,53.53
98.55,55.25,76.62,0,73.72
90.53,46.91,46.59,1,57.85
96.6,64.95,70.7,1,78.6
47.62,55.54,67.18,0,45.6
87.75,55.89,57.33,0,58.38
72.74,58.59,66.12,0,61.96
72.61,68.27,56.44,0,62.43
93.94,51.54,70.85,1,73.54
98.31,48.42,97.33,1,71.86
82.29,66.48,33.86,0,62.87
68.98,20.0,20.0,1,33.85
67.38,50.94,50.52,0,44.0
63.18,42.73,49.29,0,44.49
61.7,78.05,51.2,0,61.71
63.49,53.39,41.32,0,52.83
45.39,51.59,73.7,0,47.03
44.65,59.27,33.14,1,36.29
86.79,51.07,66.11,1,63.32
66.76,53.96,69.49,1,58.77
95.84,61.46,63.7,1,72.96
76.73,53.67,66.77,0,61.75
42.11,53.56,75.09,0,50.36
49.45,44.85,58.96,0,34.51
52.35,42.69,51.76,0,45.2
98.54,60.91,66.75,0,78.42
53.12,64.6,68.81,1,66.53
70.95,38.58,74.01,1,58.92
96.17,71.4,27.18,1,60.88
98.63,71.46,54.7,1,78.15
54.18,74.62,38.82,1,65.18
42.95,64.5,68.1,1,48.58
49.22,69.56,71.08,1,53.34
43.8,92.78,53.06,0,57.74
51.71,55.48,44.87,1,54.46
74.11,44.31,68.75,1,63.42
94.75,36.99,55.6,0,64.3
72.23,86.34,83.68,1,77.58
77.56,86.53,89.91,1,84.91
52.11,46.13,76.01,1,61.75
88.04,49.09,62.19,0,64.66
77.07,55.14,90.86,1,70.39
91.85,78.36,62.33,0,71.51
96.93,40.69,49.37,0,55.17
60.87,30.5,45.84,0,49.88
45.43,92.51,45.34,0,50.7
53.56,64.69,57.89,0,56.54
66.27,66.82,66.34,1,70.46
96.74,56.92,32.53,1,56.72
62.7,66.99,49.92,1,62.64
86.25,37.29,61.83,0,49.18
72.43,47.39,69.59,1,63.26
50.97,61.58,57.53,1,59.11
59.24,25.94,62.4,1,49.54
79.19,55.46,35.71,1,53.61
80.37,54.54,41.59,0,56.7
66.09,55.46,56.9,0,57.01
53.72,51.73,67.19,1,63.94
83.31,45.06,62.16,0,61.65
50.13,32.67,42.72,0,34.47
96.2,62.17,53.74,0,62.97
51.27,55.5,85.21,1,62.51
46.44,39.37,67.8,1,45.13
69.86,60.94,55.07,1,61.97
71.17,55.58,39.53,1,55.58
70.49,53.08,45.16,0,65.11
66.2,27.65,58.12,0,44.94
99.69,70.24,62.97,1,81.57
69.18,41.5,68.18,1,58.43
68.68,60.95,64.98,1,56.61
65.31,47.88,51.34,1,56.19
44.01,54.17,48.8,0,45.2
75.58,77.28,94.85,1,84.75
53.68,67.97,47.98,0,57.17
78.26,76.95,34.75,1,64.83
43.05,64.96,28.5,0,36.52
98.88,65.94,51.64,1,74.36
68.14,33.28,74.92,1,55.92
93.81,55.24,47.63,0,58.67
68.53,56.63,84.6,1,71.17
43.62,78.35,57.87,0,51.34
89.33,52.41,77.97,0,73.26
78.89,63.97,44.36,0,61.71
86.91,63.39,44.64,1,61.59
65.69,77.37,59.64,1,64.63
78.28,57.99,66.69,1,64.82
91.37,72.42,54.78,1,81.65
77.86,34.43,63.26,1,56.08
60.86,35.79,68.59,1,57.93
79.75,25.75,32.43,1,39.73
80.31,71.79,51.86,0,61.08
97.64,70.11,48.66,1,70.39
62.25,73.45,49.54,0,67.64
65.5,49.84,65.32,0,52.25
88.73,51.55,48.91,1,59.42
70.35,58.18,21.91,1,55.38
84.19,81.66,53.74,1,80.07
67.58,85.41,38.84,1,68.25
52.93,71.91,66.93,1,68.84
84.71,64.97,72.5,1,69.53
47.87,80.03,20.0,0,37.59
51.92,56.16,44.06,0,45.46
77.61,54.14,64.36,0,58.29
84.84,58.06,32.64,0,56.47
93.68,45.32,72.09,1,62.89
56.36,57.37,76.89,0,62.46
46.64,43.24,55.08,0,37.86
97.36,75.38,44.07,0,66.45
49.27,68.16,20.0,0,42.26
51.86,81.44,72.65,1,67.37
57.48,35.56,94.05,1,67.34
71.76,88.53,90.32,1,87.5
92.97,36.41,54.49,0,51.97
85.63,42.03,38.33,1,59.19
82.49,50.69,73.08,1,62.87
50.51,79.62,55.72,0,67.27
61.46,63.38,66.61,1,66.26
68.7,56.34,63.45,1,56.8
48.85,48.11,59.67,1,40.71
56.41,39.36,76.51,0,52.89
58.5,76.99,77.18,1,76.01
47.64,71.98,48.59,1,50.66
73.01,80.29,41.38,1,65.9
82.3,65.95,20.0,0,54.3
44.2,20.37,51.77,0,20.84
68.87,41.33,38.32,1,53.22
86.93,66.97,65.55,1,77.71
84.88,54.45,51.95,1,66.16
88.9,51.62,53.91,1,61.82
66.89,43.45,72.62,0,53.98
89.23,74.21,65.15,1,71.23
54.45,66.84,55.9,1,56.75
61.65,67.52,88.36,1,82.13
50.58,50.5,71.29,1,58.4
68.05,62.64,50.51,0,62.09
63.52,39.93,51.32,0,52.35
54.46,58.05,72.19,0,60.4
85.11,22.08,61.65,0,46.94
58.83,36.48,37.82,1,47.49
56.37,55.17,74.1,0,55.46
